,proband_id,test_name,phase,trial_type,n,rsp,corr,rt,total_time
49,4377,ctrails,letter,test,8,i,Correct,1221,42232
50,4377,ctrails,letter,test,9,j,Correct,2800,42232
51,4377,ctrails,letter,test,10,k,Correct,3480,42232
52,4377,ctrails,letter,test,11,l,Correct,1680,42232
53,4377,ctrails,letter,test,12,m,Correct,600,42232
54,4377,ctrails,letter,test,13,n,Correct,1400,42232
55,4377,ctrails,letter,test,14,o,Correct,770,42232
56,4377,ctrails,letter,test,15,p,Correct,780,42232
57,4377,ctrails,letter,test,16,q,Correct,1250,42232
58,4377,ctrails,letter,test,17,r,Correct,3831,42232
59,4377,ctrails,letter,test,18,s,Correct,550,42232
60,4377,ctrails,letter,test,19,t,Correct,600,42232
61,4377,ctrails,letter,test,20,u,Correct,640,42232
62,4377,ctrails,letter,test,21,v,Correct,870,42232
63,4377,ctrails,letter,test,22,w,Correct,3070,42232
64,4377,ctrails,letter,test,23,x,Correct,2010,42232
65,4377,ctrails,letter,test,24,y,Correct,780,42232
66,4377,ctrails,number-letter,practice,0,1,Correct,2060,10797
67,4377,ctrails,number-letter,practice,1,a,Correct,670,10797
68,4377,ctrails,number-letter,practice,2,2,Correct,2190,10797
69,4377,ctrails,number-letter,practice,3,b,Correct,1940,10797
70,4377,ctrails,number-letter,practice,4,3,Correct,950,10797
71,4377,ctrails,number-letter,practice,5,c,Correct,750,10797
72,4377,ctrails,number-letter,practice,6,4,Correct,1141,10797
73,4377,ctrails,number-letter,practice,7,d,Correct,1050,10797
74,4377,ctrails,number-letter,test,0,1,Correct,1560,58135
75,4377,ctrails,number-letter,test,1,a,Correct,670,58135
76,4377,ctrails,number-letter,test,2,2,Correct,1660,58135
77,4377,ctrails,number-letter,test,3,b,Correct,3741,58135
78,4377,ctrails,number-letter,test,4,3,Correct,3910,58135
79,4377,ctrails,number-letter,test,5,c,Correct,820,58135
80,4377,ctrails,number-letter,test,6,4,Correct,4350,58135
81,4377,ctrails,number-letter,test,7,d,Correct,520,58135
82,4377,ctrails,number-letter,test,8,5,Correct,1360,58135
83,4377,ctrails,number-letter,test,9,e,Correct,710,58135
84,4377,ctrails,number-letter,test,10,6,Correct,1650,58135
85,4377,ctrails,number-letter,test,11,f,Correct,870,58135
86,4377,ctrails,number-letter,test,12,7,Correct,4071,58135
87,4377,ctrails,number-letter,test,13,g,Correct,1870,58135
88,4377,ctrails,number-letter,test,14,8,Correct,4480,58135
89,4377,ctrails,number-letter,test,15,h,Correct,900,58135
90,4377,ctrails,number-letter,test,16,9,Correct,2480,58135
91,4377,ctrails,number-letter,test,17,i,Correct,880,58135
92,4377,ctrails,number-letter,test,18,10,Correct,3801,58135
93,4377,ctrails,number-letter,test,19,j,Correct,1820,58135
94,4377,ctrails,number-letter,test,20,k,Incorrect,4050,58135
95,4377,ctrails,number-letter,test,21,11,Correct,1490,58135
96,4377,ctrails,number-letter,test,22,k,Correct,880,58135
97,4377,ctrails,number-letter,test,23,12,Correct,6340,58135
98,4377,ctrails,number-letter,test,24,l,Correct,2230,58135
99,4377,ctrails,number-letter,test,25,13,Correct,901,58135
0,4378,ctrails,number,practice,0,1,Correct,7450,14317
1,4378,ctrails,number,practice,1,2,Correct,1150,14317
2,4378,ctrails,number,practice,2,3,Correct,1361,14317
3,4378,ctrails,number,practice,3,4,Correct,710,14317
4,4378,ctrails,number,practice,4,5,Correct,870,14317
5,4378,ctrails,number,practice,5,6,Correct,1140,14317
6,4378,ctrails,number,practice,6,7,Correct,750,14317
7,4378,ctrails,number,practice,7,8,Correct,840,14317
8,4378,ctrails,number,test,0,1,Correct,1810,41163
9,4378,ctrails,number,test,1,2,Correct,1581,41163
10,4378,ctrails,number,test,2,3,Correct,1910,41163
11,4378,ctrails,number,test,3,4,Correct,2890,41163
12,4378,ctrails,number,test,4,5,Correct,1410,41163
13,4378,ctrails,number,test,5,6,Correct,1070,41163
14,4378,ctrails,number,test,6,7,Correct,730,41163
15,4378,ctrails,number,test,7,8,Correct,710,41163
16,4378,ctrails,number,test,8,9,Correct,780,41163
17,4378,ctrails,number,test,9,10,Correct,980,41163
18,4378,ctrails,number,test,10,11,Correct,650,41163
19,4378,ctrails,number,test,11,12,Correct,2600,41163
20,4378,ctrails,number,test,12,13,Correct,4091,41163
21,4378,ctrails,number,test,13,14,Correct,1520,41163
22,4378,ctrails,number,test,14,15,Correct,450,41163
23,4378,ctrails,number,test,15,16,Correct,2250,41163
24,4378,ctrails,number,test,16,17,Correct,840,41163
25,4378,ctrails,number,test,17,18,Correct,2020,41163
26,4378,ctrails,number,test,18,19,Correct,640,41163
27,4378,ctrails,number,test,19,20,Correct,3660,41163
28,4378,ctrails,number,test,20,21,Correct,670,41163
29,4378,ctrails,number,test,21,22,Correct,3560,41163
30,4378,ctrails,number,test,22,23,Correct,621,41163
31,4378,ctrails,number,test,23,24,Correct,3030,41163
32,4378,ctrails,number,test,24,25,Correct,560,41163
33,4378,ctrails,letter,practice,0,a,Correct,2520,9257
34,4378,ctrails,letter,practice,1,b,Correct,710,9257
35,4378,ctrails,letter,practice,2,c,Correct,1130,9257
36,4378,ctrails,letter,practice,3,d,Correct,1970,9257
37,4378,ctrails,letter,practice,4,e,Correct,681,9257
38,4378,ctrails,letter,practice,5,f,Correct,710,9257
39,4378,ctrails,letter,practice,6,g,Correct,670,9257
40,4378,ctrails,letter,practice,7,h,Correct,820,9257
41,4378,ctrails,letter,test,0,a,Correct,3660,43180
42,4378,ctrails,letter,test,1,b,Correct,990,43180
43,4378,ctrails,letter,test,2,c,Correct,1231,43180
44,4378,ctrails,letter,test,3,d,Correct,1640,43180
45,4378,ctrails,letter,test,4,e,Correct,1110,43180
46,4378,ctrails,letter,test,5,f,Correct,540,43180
47,4378,ctrails,letter,test,6,g,Correct,2400,43180
48,4378,ctrails,letter,test,7,h,Correct,2420,43180
49,4378,ctrails,letter,test,8,i,Correct,1970,43180
50,4378,ctrails,letter,test,9,j,Correct,640,43180
51,4378,ctrails,letter,test,10,k,Correct,1610,43180
52,4378,ctrails,letter,test,11,l,Correct,790,43180
53,4378,ctrails,letter,test,12,m,Correct,710,43180
54,4378,ctrails,letter,test,13,n,Correct,2340,43180
55,4378,ctrails,letter,test,14,o,Correct,811,43180
56,4378,ctrails,letter,test,15,p,Correct,2030,43180
57,4378,ctrails,letter,test,16,q,Correct,3090,43180
58,4378,ctrails,letter,test,17,r,Correct,760,43180
59,4378,ctrails,letter,test,18,s,Correct,990,43180
60,4378,ctrails,letter,test,19,t,Correct,500,43180
61,4378,ctrails,letter,test,20,u,Correct,1870,43180
62,4378,ctrails,letter,test,21,v,Correct,660,43180
63,4378,ctrails,letter,test,22,w,Correct,570,43180
64,4378,ctrails,letter,test,23,x,Correct,8681,43180
65,4378,ctrails,letter,test,24,y,Correct,710,43180
66,4378,ctrails,number-letter,practice,0,1,Correct,2800,17316
67,4378,ctrails,number-letter,practice,1,a,Correct,860,17316
68,4378,ctrails,number-letter,practice,2,2,Correct,2250,17316
69,4378,ctrails,number-letter,practice,3,b,Correct,810,17316
70,4378,ctrails,number-letter,practice,4,3,Correct,1180,17316
71,4378,ctrails,number-letter,practice,5,d,Incorrect,1150,17316
72,4378,ctrails,number-letter,practice,6,d,Incorrect,1911,17316
73,4378,ctrails,number-letter,practice,7,c,Correct,4480,17316
74,4378,ctrails,number-letter,practice,8,4,Correct,1070,17316
75,4378,ctrails,number-letter,practice,9,d,Correct,740,17316
76,4378,ctrails,number-letter,test,0,1,Correct,3611,61323
77,4378,ctrails,number-letter,test,1,a,Correct,1460,61323
78,4378,ctrails,number-letter,test,2,2,Correct,1330,61323
79,4378,ctrails,number-letter,test,3,b,Correct,2200,61323
80,4378,ctrails,number-letter,test,4,3,Correct,2610,61323
81,4378,ctrails,number-letter,test,5,c,Correct,2100,61323
82,4378,ctrails,number-letter,test,6,4,Correct,1780,61323
83,4378,ctrails,number-letter,test,7,d,Correct,810,61323
84,4378,ctrails,number-letter,test,8,5,Correct,2341,61323
85,4378,ctrails,number-letter,test,9,e,Correct,550,61323
86,4378,ctrails,number-letter,test,10,6,Correct,2090,61323
87,4378,ctrails,number-letter,test,11,f,Correct,960,61323
88,4378,ctrails,number-letter,test,12,7,Correct,4650,61323
89,4378,ctrails,number-letter,test,13,g,Correct,2860,61323
90,4378,ctrails,number-letter,test,14,8,Correct,2860,61323
91,4378,ctrails,number-letter,test,15,h,Correct,410,61323
92,4378,ctrails,number-letter,test,16,9,Correct,1780,61323
93,4378,ctrails,number-letter,test,17,i,Correct,1051,61323
94,4378,ctrails,number-letter,test,18,10,Correct,1720,61323
95,4378,ctrails,number-letter,test,19,j,Correct,1840,61323
96,4378,ctrails,number-letter,test,20,11,Correct,6140,61323
97,4378,ctrails,number-letter,test,21,k,Correct,4880,61323
98,4378,ctrails,number-letter,test,22,12,Correct,2541,61323
99,4378,ctrails,number-letter,test,23,l,Correct,5520,61323
100,4378,ctrails,number-letter,test,24,13,Correct,2380,61323
0,4379,ctrails,number,practice,0,1,Correct,4841,9797
1,4379,ctrails,number,practice,1,2,Correct,810,9797
2,4379,ctrails,number,practice,2,3,Correct,760,9797
3,4379,ctrails,number,practice,3,4,Correct,660,9797
4,4379,ctrails,number,practice,4,5,Correct,550,9797
5,4379,ctrails,number,practice,5,6,Correct,670,9797
6,4379,ctrails,number,practice,6,7,Correct,670,9797
7,4379,ctrails,number,practice,7,8,Correct,790,9797
8,4379,ctrails,number,test,0,1,Correct,4120,32709
9,4379,ctrails,number,test,1,2,Correct,3330,32709
10,4379,ctrails,number,test,2,3,Correct,1160,32709
11,4379,ctrails,number,test,3,4,Correct,1550,32709
12,4379,ctrails,number,test,4,5,Correct,830,32709
13,4379,ctrails,number,test,5,6,Correct,660,32709
14,4379,ctrails,number,test,6,7,Correct,720,32709
15,4379,ctrails,number,test,7,8,Correct,500,32709
16,4379,ctrails,number,test,8,9,Correct,751,32709
17,4379,ctrails,number,test,9,10,Correct,1300,32709
18,4379,ctrails,number,test,10,11,Correct,670,32709
19,4379,ctrails,number,test,11,12,Correct,3780,32709
20,4379,ctrails,number,test,12,13,Correct,1410,32709
21,4379,ctrails,number,test,13,14,Correct,1780,32709
22,4379,ctrails,number,test,14,15,Correct,670,32709
23,4379,ctrails,number,test,15,16,Correct,810,32709
24,4379,ctrails,number,test,16,17,Correct,1120,32709
25,4379,ctrails,number,test,17,18,Correct,1030,32709
26,4379,ctrails,number,test,18,19,Correct,550,32709
27,4379,ctrails,number,test,19,20,Correct,680,32709
28,4379,ctrails,number,test,20,21,Correct,850,32709
29,4379,ctrails,number,test,21,22,Correct,1880,32709
30,4379,ctrails,number,test,22,23,Correct,720,32709
31,4379,ctrails,number,test,23,24,Correct,971,32709
32,4379,ctrails,number,test,24,25,Correct,740,32709
33,4379,ctrails,letter,practice,0,a,Correct,1840,7176
34,4379,ctrails,letter,practice,1,b,Correct,700,7176
35,4379,ctrails,letter,practice,2,c,Correct,640,7176
36,4379,ctrails,letter,practice,3,d,Correct,710,7176
37,4379,ctrails,letter,practice,4,e,Correct,760,7176
38,4379,ctrails,letter,practice,5,f,Correct,910,7176
39,4379,ctrails,letter,practice,6,g,Correct,760,7176
40,4379,ctrails,letter,practice,7,h,Correct,810,7176
41,4379,ctrails,letter,test,0,a,Correct,1800,25833
42,4379,ctrails,letter,test,1,b,Correct,910,25833
43,4379,ctrails,letter,test,2,c,Correct,1360,25833
44,4379,ctrails,letter,test,3,d,Correct,1320,25833
45,4379,ctrails,letter,test,4,e,Correct,650,25833
46,4379,ctrails,letter,test,5,f,Correct,650,25833
47,4379,ctrails,letter,test,6,g,Correct,740,25833
48,4379,ctrails,letter,test,7,h,Correct,1430,25833
49,4379,ctrails,letter,test,8,i,Correct,1010,25833
50,4379,ctrails,letter,test,9,j,Correct,1341,25833
51,4379,ctrails,letter,test,10,k,Correct,1200,25833
52,4379,ctrails,letter,test,11,l,Correct,820,25833
53,4379,ctrails,letter,test,12,m,Correct,490,25833
54,4379,ctrails,letter,test,13,n,Correct,1140,25833
55,4379,ctrails,letter,test,14,o,Correct,480,25833
56,4379,ctrails,letter,test,15,p,Correct,1420,25833
57,4379,ctrails,letter,test,16,q,Correct,2180,25833
58,4379,ctrails,letter,test,17,r,Correct,490,25833
59,4379,ctrails,letter,test,18,s,Correct,830,25833
60,4379,ctrails,letter,test,19,t,Correct,620,25833
61,4379,ctrails,letter,test,20,u,Correct,760,25833
62,4379,ctrails,letter,test,21,v,Correct,720,25833
63,4379,ctrails,letter,test,22,w,Correct,360,25833
64,4379,ctrails,letter,test,23,x,Correct,1970,25833
65,4379,ctrails,letter,test,24,y,Correct,1020,25833
66,4379,ctrails,number-letter,practice,0,1,Correct,5750,14257
67,4379,ctrails,number-letter,practice,1,a,Correct,1040,14257
68,4379,ctrails,number-letter,practice,2,2,Correct,2600,14257
69,4379,ctrails,number-letter,practice,3,b,Correct,941,14257
70,4379,ctrails,number-letter,practice,4,3,Correct,1130,14257
71,4379,ctrails,number-letter,practice,5,c,Correct,730,14257
72,4379,ctrails,number-letter,practice,6,4,Correct,1250,14257
73,4379,ctrails,number-letter,practice,7,d,Correct,770,14257
74,4379,ctrails,number-letter,test,0,l,Incorrect,5421,65144
75,4379,ctrails,number-letter,test,1,1,Correct,3970,65144
76,4379,ctrails,number-letter,test,2,a,Correct,710,65144
77,4379,ctrails,number-letter,test,3,2,Correct,1490,65144
78,4379,ctrails,number-letter,test,4,b,Correct,1150,65144
79,4379,ctrails,number-letter,test,5,3,Correct,2370,65144
80,4379,ctrails,number-letter,test,6,c,Correct,1510,65144
81,4379,ctrails,number-letter,test,7,4,Correct,3200,65144
82,4379,ctrails,number-letter,test,8,d,Correct,680,65144
83,4379,ctrails,number-letter,test,9,5,Correct,901,65144
84,4379,ctrails,number-letter,test,10,e,Correct,970,65144
85,4379,ctrails,number-letter,test,11,6,Correct,1160,65144
86,4379,ctrails,number-letter,test,12,f,Correct,1060,65144
87,4379,ctrails,number-letter,test,13,g,Incorrect,2870,65144
88,4379,ctrails,number-letter,test,14,7,Correct,2100,65144
89,4379,ctrails,number-letter,test,15,g,Correct,760,65144
90,4379,ctrails,number-letter,test,16,8,Correct,2960,65144
91,4379,ctrails,number-letter,test,17,h,Correct,750,65144
92,4379,ctrails,number-letter,test,18,9,Correct,3930,65144
93,4379,ctrails,number-letter,test,19,i,Correct,711,65144
94,4379,ctrails,number-letter,test,20,10,Correct,3090,65144
95,4379,ctrails,number-letter,test,21,j,Correct,1050,65144
96,4379,ctrails,number-letter,test,22,11,Correct,3880,65144
97,4379,ctrails,number-letter,test,23,k,Correct,1150,65144
98,4379,ctrails,number-letter,test,24,l,Incorrect,3050,65144
99,4379,ctrails,number-letter,test,25,12,Correct,2870,65144
100,4379,ctrails,number-letter,test,26,l,Correct,580,65144
101,4379,ctrails,number-letter,test,27,13,Correct,10671,65144
0,4380,ctrails,number,practice,0,1,Correct,4720,27919
1,4380,ctrails,number,practice,1,2,Correct,850,27919
2,4380,ctrails,number,practice,2,3,Correct,1340,27919
3,4380,ctrails,number,practice,3,4,Correct,670,27919
4,4380,ctrails,number,practice,4,5,Correct,1220,27919
5,4380,ctrails,number,practice,5,6,Correct,1900,27919
6,4380,ctrails,number,practice,6,6,Incorrect,920,27919
7,4380,ctrails,number,practice,7,6,Incorrect,2551,27919
8,4380,ctrails,number,practice,8,7,Correct,2230,27919
9,4380,ctrails,number,practice,9,8,Correct,1060,27919
10,4380,ctrails,number,test,0,1,Correct,3150,66050
11,4380,ctrails,number,test,1,2,Correct,3361,66050
12,4380,ctrails,number,test,2,3,Correct,2130,66050
13,4380,ctrails,number,test,3,4,Correct,2780,66050
14,4380,ctrails,number,test,4,5,Correct,650,66050
15,4380,ctrails,number,test,5,6,Correct,3940,66050
16,4380,ctrails,number,test,6,7,Correct,1401,66050
17,4380,ctrails,number,test,7,8,Correct,1330,66050
18,4380,ctrails,number,test,8,9,Correct,1400,66050
19,4380,ctrails,number,test,9,10,Correct,1890,66050
20,4380,ctrails,number,test,10,11,Correct,2660,66050
21,4380,ctrails,number,test,11,12,Correct,960,66050
22,4380,ctrails,number,test,12,13,Correct,1480,66050
23,4380,ctrails,number,test,13,14,Correct,990,66050
24,4380,ctrails,number,test,14,15,Correct,750,66050
25,4380,ctrails,number,test,15,16,Correct,2120,66050
26,4380,ctrails,number,test,16,17,Correct,1560,66050
27,4380,ctrails,number,test,17,18,Correct,1851,66050
28,4380,ctrails,number,test,18,19,Correct,1340,66050
29,4380,ctrails,number,test,19,20,Correct,15412,66050
30,4380,ctrails,number,test,20,21,Correct,1881,66050
31,4380,ctrails,number,test,21,22,Correct,930,66050
32,4380,ctrails,number,test,22,23,Correct,1990,66050
33,4380,ctrails,number,test,23,24,Correct,1410,66050
34,4380,ctrails,number,test,24,25,Correct,1100,66050
35,4380,ctrails,letter,practice,0,a,Correct,2350,10643
36,4380,ctrails,letter,practice,1,b,Correct,1630,10643
37,4380,ctrails,letter,practice,2,c,Correct,890,10643
38,4380,ctrails,letter,practice,3,d,Correct,1130,10643
39,4380,ctrails,letter,practice,4,e,Correct,990,10643
40,4380,ctrails,letter,practice,5,f,Correct,1050,10643
41,4380,ctrails,letter,practice,6,g,Correct,1340,10643
42,4380,ctrails,letter,practice,7,h,Correct,1220,10643
43,4380,ctrails,letter,test,0,a,Correct,15071,78303
44,4380,ctrails,letter,test,1,b,Correct,1230,78303
45,4380,ctrails,letter,test,2,c,Correct,1900,78303
46,4380,ctrails,letter,test,3,d,Correct,1380,78303
47,4380,ctrails,letter,test,4,e,Correct,990,78303
48,4380,ctrails,letter,test,5,f,Correct,1260,78303
49,4380,ctrails,letter,test,6,g,Correct,2140,78303
50,4380,ctrails,letter,test,7,h,Correct,2781,78303
51,4380,ctrails,letter,test,8,i,Correct,3060,78303
52,4380,ctrails,letter,test,9,j,Correct,1260,78303
53,4380,ctrails,letter,test,10,k,Correct,1490,78303
54,4380,ctrails,letter,test,11,l,Correct,2250,78303
55,4380,ctrails,letter,test,12,m,Correct,1360,78303
56,4380,ctrails,letter,test,13,n,Correct,1420,78303
57,4380,ctrails,letter,test,14,o,Correct,1980,78303
58,4380,ctrails,letter,test,15,p,Correct,3220,78303
59,4380,ctrails,letter,test,16,q,Correct,861,78303
60,4380,ctrails,letter,test,17,r,Correct,910,78303
61,4380,ctrails,letter,test,18,s,Correct,2030,78303
62,4380,ctrails,letter,test,19,t,Correct,960,78303
63,4380,ctrails,letter,test,20,u,Correct,2090,78303
64,4380,ctrails,letter,test,21,v,Correct,900,78303
65,4380,ctrails,letter,test,22,w,Correct,2790,78303
66,4380,ctrails,letter,test,23,y,Incorrect,1610,78303
67,4380,ctrails,letter,test,24,y,Incorrect,3090,78303
68,4380,ctrails,letter,test,25,y,Incorrect,1920,78303
69,4380,ctrails,letter,test,26,x,Correct,9903,78303
70,4380,ctrails,letter,test,27,y,Correct,8321,78303
71,4380,ctrails,number-letter,practice,0,1,Correct,3030,14197
72,4380,ctrails,number-letter,practice,1,a,Correct,1980,14197
73,4380,ctrails,number-letter,practice,2,2,Correct,1610,14197
74,4380,ctrails,number-letter,practice,3,b,Correct,860,14197
75,4380,ctrails,number-letter,practice,4,3,Correct,2261,14197
76,4380,ctrails,number-letter,practice,5,c,Correct,1120,14197
77,4380,ctrails,number-letter,practice,6,d,Incorrect,1030,14197
78,4380,ctrails,number-letter,practice,7,4,Correct,1320,14197
79,4380,ctrails,number-letter,practice,8,d,Correct,940,14197
80,4380,ctrails,number-letter,test,0,1,Correct,3120,64068
81,4380,ctrails,number-letter,test,1,a,Correct,2370,64068
82,4380,ctrails,number-letter,test,2,2,Correct,1040,64068
83,4380,ctrails,number-letter,test,3,b,Correct,1420,64068
84,4380,ctrails,number-letter,test,4,3,Correct,3620,64068
85,4380,ctrails,number-letter,test,5,c,Correct,1390,64068
86,4380,ctrails,number-letter,test,6,4,Correct,1100,64068
87,4380,ctrails,number-letter,test,7,d,Correct,1051,64068
88,4380,ctrails,number-letter,test,8,5,Correct,1300,64068
89,4380,ctrails,number-letter,test,9,e,Correct,1150,64068
90,4380,ctrails,number-letter,test,10,6,Correct,1810,64068
91,4380,ctrails,number-letter,test,11,f,Correct,2120,64068
92,4380,ctrails,number-letter,test,12,7,Correct,2110,64068
93,4380,ctrails,number-letter,test,13,i,Incorrect,1380,64068
94,4380,ctrails,number-letter,test,14,g,Correct,5950,64068
95,4380,ctrails,number-letter,test,15,8,Correct,5471,64068
96,4380,ctrails,number-letter,test,16,h,Correct,5260,64068
97,4380,ctrails,number-letter,test,17,9,Correct,1670,64068
98,4380,ctrails,number-letter,test,18,i,Correct,1570,64068
99,4380,ctrails,number-letter,test,19,10,Correct,2380,64068
100,4380,ctrails,number-letter,test,20,j,Correct,1690,64068
101,4380,ctrails,number-letter,test,21,11,Correct,3061,64068
102,4380,ctrails,number-letter,test,22,k,Correct,2820,64068
103,4380,ctrails,number-letter,test,23,12,Correct,3230,64068
104,4380,ctrails,number-letter,test,24,l,Correct,1510,64068
105,4380,ctrails,number-letter,test,25,13,Correct,4360,64068
0,4381,ctrails,number,practice,0,2,Incorrect,4100,18438
1,4381,ctrails,number,practice,1,1,Correct,6000,18438
2,4381,ctrails,number,practice,2,2,Correct,1220,18438
3,4381,ctrails,number,practice,3,3,Correct,2900,18438
4,4381,ctrails,number,practice,4,4,Correct,670,18438
5,4381,ctrails,number,practice,5,5,Correct,720,18438
6,4381,ctrails,number,practice,6,6,Correct,931,18438
7,4381,ctrails,number,practice,7,7,Correct,880,18438
8,4381,ctrails,number,practice,8,8,Correct,970,18438
9,4381,ctrails,number,test,0,1,Correct,3460,34082
10,4381,ctrails,number,test,1,2,Correct,2840,34082
11,4381,ctrails,number,test,2,3,Correct,1550,34082
12,4381,ctrails,number,test,3,4,Correct,1140,34082
13,4381,ctrails,number,test,4,5,Correct,940,34082
14,4381,ctrails,number,test,5,6,Correct,1930,34082
15,4381,ctrails,number,test,6,7,Correct,890,34082
16,4381,ctrails,number,test,7,8,Correct,540,34082
17,4381,ctrails,number,test,8,9,Correct,770,34082
18,4381,ctrails,number,test,9,10,Correct,880,34082
19,4381,ctrails,number,test,10,11,Correct,630,34082
20,4381,ctrails,number,test,11,12,Correct,490,34082
21,4381,ctrails,number,test,12,13,Correct,1031,34082
22,4381,ctrails,number,test,13,14,Correct,920,34082
23,4381,ctrails,number,test,14,15,Correct,750,34082
24,4381,ctrails,number,test,15,16,Correct,870,34082
25,4381,ctrails,number,test,16,17,Correct,850,34082
26,4381,ctrails,number,test,17,18,Correct,840,34082
27,4381,ctrails,number,test,18,19,Correct,4070,34082
28,4381,ctrails,number,test,19,20,Correct,1180,34082
29,4381,ctrails,number,test,20,21,Correct,820,34082
30,4381,ctrails,number,test,21,22,Correct,2280,34082
31,4381,ctrails,number,test,22,23,Correct,780,34082
32,4381,ctrails,number,test,23,24,Correct,2360,34082
33,4381,ctrails,number,test,24,25,Correct,1141,34082
34,4381,ctrails,letter,practice,0,a,Correct,1901,7277
35,4381,ctrails,letter,practice,1,b,Correct,560,7277
36,4381,ctrails,letter,practice,2,c,Correct,810,7277
37,4381,ctrails,letter,practice,3,d,Correct,750,7277
38,4381,ctrails,letter,practice,4,e,Correct,540,7277
39,4381,ctrails,letter,practice,5,f,Correct,900,7277
40,4381,ctrails,letter,practice,6,g,Correct,860,7277
41,4381,ctrails,letter,practice,7,h,Correct,910,7277
42,4381,ctrails,letter,test,0,a,Correct,3321,50600
43,4381,ctrails,letter,test,1,b,Correct,2350,50600
44,4381,ctrails,letter,test,2,c,Correct,1010,50600
45,4381,ctrails,letter,test,3,d,Correct,1640,50600
46,4381,ctrails,letter,test,4,e,Correct,630,50600
47,4381,ctrails,letter,test,5,f,Correct,820,50600
48,4381,ctrails,letter,test,6,g,Correct,1060,50600
49,4381,ctrails,letter,test,7,i,Incorrect,8491,50600
50,4381,ctrails,letter,test,8,h,Correct,7640,50600
51,4381,ctrails,letter,test,9,i,Correct,1520,50600
52,4381,ctrails,letter,test,10,j,Correct,3120,50600
53,4381,ctrails,letter,test,11,k,Correct,1400,50600
54,4381,ctrails,letter,test,12,l,Correct,2690,50600
55,4381,ctrails,letter,test,13,m,Correct,681,50600
56,4381,ctrails,letter,test,14,n,Correct,760,50600
57,4381,ctrails,letter,test,15,o,Correct,960,50600
58,4381,ctrails,letter,test,16,p,Correct,1350,50600
59,4381,ctrails,letter,test,17,q,Correct,2030,50600
60,4381,ctrails,letter,test,18,r,Correct,740,50600
61,4381,ctrails,letter,test,19,s,Correct,1090,50600
62,4381,ctrails,letter,test,20,t,Correct,2120,50600
63,4381,ctrails,letter,test,21,u,Correct,530,50600
64,4381,ctrails,letter,test,22,v,Correct,690,50600
65,4381,ctrails,letter,test,23,w,Correct,1590,50600
66,4381,ctrails,letter,test,24,x,Correct,740,50600
67,4381,ctrails,letter,test,25,y,Correct,1500,50600
68,4381,ctrails,number-letter,practice,0,a,Incorrect,2820,15078
69,4381,ctrails,number-letter,practice,1,1,Correct,3051,15078
70,4381,ctrails,number-letter,practice,2,a,Correct,1030,15078
71,4381,ctrails,number-letter,practice,3,2,Correct,2010,15078
72,4381,ctrails,number-letter,practice,4,b,Correct,800,15078
73,4381,ctrails,number-letter,practice,5,3,Correct,2680,15078
74,4381,ctrails,number-letter,practice,6,c,Correct,1220,15078
75,4381,ctrails,number-letter,practice,7,4,Correct,840,15078
76,4381,ctrails,number-letter,practice,8,d,Correct,580,15078
77,4381,ctrails,number-letter,test,0,1,Correct,3230,73203
78,4381,ctrails,number-letter,test,1,a,Correct,670,73203
79,4381,ctrails,number-letter,test,2,2,Correct,1970,73203
80,4381,ctrails,number-letter,test,3,b,Correct,2400,73203
81,4381,ctrails,number-letter,test,4,3,Correct,1521,73203
82,4381,ctrails,number-letter,test,5,c,Correct,3010,73203
83,4381,ctrails,number-letter,test,6,4,Correct,4800,73203
84,4381,ctrails,number-letter,test,7,d,Correct,1590,73203
85,4381,ctrails,number-letter,test,8,5,Correct,5420,73203
86,4381,ctrails,number-letter,test,9,e,Correct,7021,73203
87,4381,ctrails,number-letter,test,10,6,Correct,3690,73203
88,4381,ctrails,number-letter,test,11,f,Correct,970,73203
89,4381,ctrails,number-letter,test,12,7,Correct,5070,73203
90,4381,ctrails,number-letter,test,13,g,Correct,2010,73203
91,4381,ctrails,number-letter,test,14,8,Correct,5581,73203
92,4381,ctrails,number-letter,test,15,h,Correct,1210,73203
93,4381,ctrails,number-letter,test,16,9,Correct,4240,73203
94,4381,ctrails,number-letter,test,17,i,Correct,1230,73203
95,4381,ctrails,number-letter,test,18,10,Correct,3160,73203
96,4381,ctrails,number-letter,test,19,j,Correct,1000,73203
97,4381,ctrails,number-letter,test,20,11,Correct,5421,73203
98,4381,ctrails,number-letter,test,21,k,Correct,820,73203
99,4381,ctrails,number-letter,test,22,12,Correct,2600,73203
100,4381,ctrails,number-letter,test,23,l,Correct,1700,73203
101,4381,ctrails,number-letter,test,24,13,Correct,2740,73203
0,4382,ctrails,number,practice,0,1,Correct,8251,16570
1,4382,ctrails,number,practice,1,2,Correct,1340,16570
2,4382,ctrails,number,practice,2,3,Correct,580,16570
3,4382,ctrails,number,practice,3,4,Correct,1430,16570
4,4382,ctrails,number,practice,4,5,Correct,1750,16570
5,4382,ctrails,number,practice,5,6,Correct,1610,16570
6,4382,ctrails,number,practice,6,7,Correct,820,16570
7,4382,ctrails,number,practice,7,8,Correct,760,16570
8,4382,ctrails,number,test,0,1,Correct,3270,44259
9,4382,ctrails,number,test,1,2,Correct,3470,44259
10,4382,ctrails,number,test,2,3,Correct,3040,44259
11,4382,ctrails,number,test,3,4,Correct,750,44259
12,4382,ctrails,number,test,4,5,Correct,2090,44259
